step,l2,n673_ind,n673_alloc,n3709_ind,n3709_alloc,n121_ind,n121_alloc,n535_ind,n535_alloc,n1087_ind,n1087_alloc,n1225_ind,n1225_alloc,n1639_ind,n1639_alloc,n1777_ind,n1777_alloc,n2329_ind,n2329_alloc,n2605_ind,n2605_alloc
8500,0.122550,99.999991,0.033615,99.999991,0.033601,99.999991,0.033605,99.999991,0.033606,99.999991,0.033587,99.999991,0.033603,99.999991,0.033603,99.999991,0.033594,99.999991,0.033605,99.999991,0.033608
8600,0.102340,99.999993,0.033616,99.999993,0.033602,99.999993,0.033606,99.999993,0.033607,99.999993,0.033587,99.999993,0.033603,99.999993,0.033603,99.999993,0.033594,99.999993,0.033606,99.999993,0.033609
8700,0.085468,99.999994,0.033616,99.999994,0.033601,99.999994,0.033606,99.999994,0.033607,99.999994,0.033585,99.999994,0.033602,99.999994,0.033603,99.999994,0.033592,99.999994,0.033606,99.999994,0.033608
8800,0.071381,99.999995,0.033615,99.999995,0.033599,99.999995,0.033604,99.999995,0.033605,99.999995,0.033582,99.999995,0.033601,99.999995,0.033601,99.999995,0.033590,99.999995,0.033604,99.999995,0.033607
8900,0.059621,99.999996,0.033612,99.999996,0.033596,99.999996,0.033601,99.999996,0.033602,99.999996,0.033578,99.999996,0.033597,99.999996,0.033598,99.999996,0.033586,99.999996,0.033601,99.999996,0.033604
9000,0.049801,99.999996,0.033609,99.999996,0.033592,99.999996,0.033597,99.999996,0.033598,99.999996,0.033573,99.999996,0.033593,99.999996,0.033594,99.999996,0.033582,99.999996,0.033597,99.999996,0.033600
9100,0.041600,99.999997,0.033605,99.999997,0.033587,99.999997,0.033593,99.999997,0.033594,99.999997,0.033567,99.999997,0.033588,99.999997,0.033589,99.999997,0.033576,99.999997,0.033593,99.999997,0.033596
9200,0.034752,99.999998,0.033600,99.999998,0.033581,99.999998,0.033587,99.999998,0.033588,99.999998,0.033560,99.999998,0.033583,99.999998,0.033583,99.999998,0.033570,99.999998,0.033587,99.999998,0.033590
9300,0.029033,99.999998,0.033595,99.999998,0.033574,99.999998,0.033581,99.999998,0.033582,99.999998,0.033553,99.999998,0.033577,99.999998,0.033577,99.999998,0.033563,99.999998,0.033581,99.999998,0.033585
9400,0.024257,99.999998,0.033589,99.999998,0.033568,99.999998,0.033575,99.999998,0.033576,99.999998,0.033545,99.999998,0.033570,99.999998,0.033570,99.999998,0.033555,99.999998,0.033575,99.999998,0.033578
9500,0.020267,99.999999,0.033583,99.999999,0.033560,99.999999,0.033568,99.999999,0.033569,99.999999,0.033536,99.999999,0.033563,99.999999,0.033563,99.999999,0.033547,99.999999,0.033568,99.999999,0.033571
9600,0.016934,99.999999,0.033577,99.999999,0.033552,99.999999,0.033561,99.999999,0.033562,99.999999,0.033527,99.999999,0.033555,99.999999,0.033555,99.999999,0.033539,99.999999,0.033561,99.999999,0.033564
9700,0.014150,99.999999,0.033570,99.999999,0.033544,99.999999,0.033553,99.999999,0.033554,99.999999,0.033517,99.999999,0.033547,99.999999,0.033547,99.999999,0.033530,99.999999,0.033553,99.999999,0.033557
9800,0.011824,99.999999,0.033564,99.999999,0.033536,99.999999,0.033545,99.999999,0.033546,99.999999,0.033508,99.999999,0.033539,99.999999,0.033540,99.999999,0.033521,99.999999,0.033545,99.999999,0.033550
9900,0.009881,99.999999,0.033557,99.999999,0.033528,99.999999,0.033538,99.999999,0.033539,99.999999,0.033498,99.999999,0.033531,99.999999,0.033531,99.999999,0.033512,99.999999,0.033538,99.999999,0.033542
10000,0.008258,99.999999,0.033550,99.999999,0.033520,99.999999,0.033530,99.999999,0.033531,99.999999,0.033487,99.999999,0.033523,99.999999,0.033523,99.999999,0.033502,99.999999,0.033530,99.999999,0.033535
10100,0.006901,100.000000,0.033544,100.000000,0.033511,100.000000,0.033522,100.000000,0.033523,100.000000,0.033477,100.000000,0.033515,100.000000,0.033515,100.000000,0.033493,100.000000,0.033522,100.000000,0.033527
10200,0.005768,100.000000,0.033537,100.000000,0.033503,100.000000,0.033514,100.000000,0.033515,100.000000,0.033467,100.000000,0.033507,100.000000,0.033507,100.000000,0.033484,100.000000,0.033514,100.000000,0.033520
10300,0.004821,100.000000,0.033531,100.000000,0.033495,100.000000,0.033507,100.000000,0.033508,100.000000,0.033456,100.000000,0.033499,100.000000,0.033499,100.000000,0.033474,100.000000,0.033507,100.000000,0.033513
10400,0.004029,100.000000,0.033525,100.000000,0.033486,100.000000,0.033500,100.000000,0.033500,100.000000,0.033446,100.000000,0.033491,100.000000,0.033492,100.000000,0.033465,100.000000,0.033500,100.000000,0.033506
10500,0.003368,100.000000,0.033520,100.000000,0.033478,100.000000,0.033492,100.000000,0.033493,100.000000,0.033435,100.000000,0.033483,100.000000,0.033484,100.000000,0.033456,100.000000,0.033492,100.000000,0.033499
10600,0.002815,100.000000,0.033514,100.000000,0.033471,100.000000,0.033486,100.000000,0.033486,100.000000,0.033425,100.000000,0.033476,100.000000,0.033477,100.000000,0.033447,100.000000,0.033486,100.000000,0.033492
10700,0.002353,100.000000,0.033509,100.000000,0.033463,100.000000,0.033479,100.000000,0.033480,100.000000,0.033415,100.000000,0.033469,100.000000,0.033470,100.000000,0.033438,100.000000,0.033479,100.000000,0.033486
10800,0.001967,100.000000,0.033505,100.000000,0.033456,100.000000,0.033473,100.000000,0.033473,100.000000,0.033404,100.000000,0.033462,100.000000,0.033463,100.000000,0.033429,100.000000,0.033473,100.000000,0.033480
10900,0.001644,100.000000,0.033501,100.000000,0.033448,100.000000,0.033467,100.000000,0.033467,100.000000,0.033394,100.000000,0.033455,100.000000,0.033456,100.000000,0.033420,100.000000,0.033467,100.000000,0.033475
11000,0.001375,100.000000,0.033497,100.000000,0.033441,100.000000,0.033461,100.000000,0.033461,100.000000,0.033384,100.000000,0.033449,100.000000,0.033450,100.000000,0.033412,100.000000,0.033461,100.000000,0.033470
11100,0.001149,100.000000,0.033494,100.000000,0.033435,100.000000,0.033455,100.000000,0.033455,100.000000,0.033373,100.000000,0.033442,100.000000,0.033444,100.000000,0.033403,100.000000,0.033455,100.000000,0.033465
11178,0.000999,100.000000,0.033492,100.000000,0.033430,100.000000,0.033451,100.000000,0.033451,100.000000,0.033365,100.000000,0.033438,100.000000,0.033440,100.000000,0.033397,100.000000,0.033451,100.000000,0.033461
